"","Scleractinian","Gorgonia","Black_coral","Hydroids","Cnidaria (non Scleractinian)","Sponges","Fleshy macroalgae","Crustose algae","Halimeda","Others","CCA"
"6_GAMMAN1_1",8,0,0,0,0,0,0,0,0,0,0
"6_GAMMAN1_2",8,0,0,0,0,0,0,0,1.33,0,4
"6_GAMMAN1_3",1.33,0,0,0,0,0,0,0,0,0,0
"6_GAMMAN1_4",10.66,0,0,0,0,0,0,0,4,0,0
"6_GAMMAN1_5",6.67,0,0,0,0,0,0,0,0,0,1.33
"6_GAMMAN1_6",6.66,0,0,0,0,0,0,0,0,0,1.33
"6_GAMMAN1_7",4,0,0,0,0,0,2.67,0,0,0,1.33
"6_GAMMAN1_8",10.67,0,0,0,0,0,6.67,0,1.33,0,2.67
"6_GAMMAN1_9",10.66,0,0,0,0,0,4,0,4,0,4
"6_GAMMAN1_10",6.67,0,0,0,0,0,1.33,0,0,0,2.67
"6_GAMMAN1_11",5.33,0,0,0,41.33,0,0,0,0,0,4
"6_GAMMAN1_12",6.66,0,0,0,0,0,4,0,5.33,0,4
"6_GAMMAN1_13",22.67,0,0,0,0,0,0,0,0,0,0
"6_GAMMAN1_14",23.99,0,0,0,0,0,0,0,0,1.33,0
"6_GAMMAN1_15",34.67,0,0,0,0,0,1.33,0,0,0,0
"6_GAMMAN1_16",1.33,0,0,0,0,0,0,0,1.33,0,5.33
"6_GAMMAN1_17",8,0,0,0,0,0,2.67,0,0,0,2.67
"6_GAMMAN1_18",12,0,0,0,0,0,10.67,0,0,0,6.67
"6_GAMMAN1_19",16,0,0,0,0,0,5.33,0,0,0,0
"6_GAMMAN1_20",2.67,0,0,0,0,0,0,0,0,0,1.33
"6_GAMMAN1_21",2.67,0,0,0,0,0,1.33,0,0,0,1.33
"6_GAMMAN1_22",13.33,0,0,0,0,0,0,0,0,0,1.33
"6_GAMMAN1_23",12,0,0,0,0,0,0,0,4,0,8
"6_GAMMAN1_24",4,0,0,0,0,0,2.67,0,0,0,0
"6_GAMMAN1_25",18.67,0,0,0,0,0,0,0,0,0,2.67
"6_GAMMAN1_26",12.01,0,0,0,0,0,8,0,0,0,0
"6_GAMMAN1_27",37.33,0,0,0,0,0,0,0,1.33,0,6.67
"6_GAMMAN1_28",8,0,0,0,0,0,0,0,0,0,1.33
"6_GAMMAN1_29",14.66,0,0,0,0,0,0,0,2.67,0,4
"6_GAMMAN1_30",1.33,0,0,0,0,0,0,0,0,0,4
"6_GAMMAN2_1",41.33,0,0,0,0,0,0,0,2.67,0,13.33
"6_GAMMAN2_2",32,0,0,0,0,0,0,0,0,0,20
"6_GAMMAN2_3",25.32,0,0,0,0,0,0,0,0,0,29.33
"6_GAMMAN2_4",41.33,0,0,0,0,0,0,0,0,0,17.33
"6_GAMMAN2_5",33.33,0,0,0,0,0,0,0,0,0,9.33
"6_GAMMAN2_6",36,0,0,0,0,0,0,0,0,0,12
"6_GAMMAN2_7",45.33,0,0,0,0,0,0,0,0,0,1.33
"6_GAMMAN2_8",37.34,0,0,0,0,0,0,0,0,0,10.67
"6_GAMMAN2_9",49.33,0,0,0,0,0,0,0,0,0,8
"6_GAMMAN2_10",25.34,0,0,0,0,0,0,0,0,0,25.33
"6_GAMMAN2_11",23.99,0,0,0,0,0,0,0,0,1.33,36
"6_GAMMAN2_12",49.33,0,0,0,0,0,0,0,0,0,6.67
"6_GAMMAN2_13",24,0,0,0,0,0,0,0,0,0,21.33
"6_GAMMAN2_14",70.66,0,0,0,0,0,0,0,0,0,10.67
"6_GAMMAN2_15",44,0,0,0,0,0,0,0,0,0,33.33
"6_GAMMAN2_16",34.66,0,0,0,0,0,0,0,2.67,0,44
"6_GAMMAN2_17",33.33,0,0,0,0,0,0,0,4,0,22.67
"6_GAMMAN2_18",30.66,0,0,0,0,0,0,0,2.67,0,13.34
"6_GAMMAN2_19",26.67,0,0,0,0,0,0,0,1.33,0,16
"6_GAMMAN2_20",22.67,0,0,0,0,0,0,0,16,0,4
"6_GAMMAN2_21",80,0,0,0,0,0,0,0,0,4,12
"6_GAMMAN2_22",23.99,0,0,0,0,0,0,0,1.33,0,14.67
"6_GAMMAN2_23",79.99,0,0,0,0,0,0,0,6.67,0,28
"6_GAMMAN2_24",30.66,0,0,0,0,0,0,0,4,0,26.67
"6_GAMMAN2_25",41.34,0,0,0,0,0,0,0,0,0,24
"6_GAMMAN2_26",61.33,0,0,0,0,0,0,0,1.33,0,6.66
"6_GAMMAN2_27",22.67,0,0,0,0,0,0,0,2.67,0,20
"6_GAMMAN2_28",56,0,0,0,0,0,0,0,0,0,16
"6_GAMMAN2_29",28,0,0,0,0,1.33,0,0,1.33,0,28
"6_GAMMAN2_30",25.33,0,0,0,0,0,0,0,6.67,0,25.33
"6_SOCBOR1_1",36,0,0,0,0,1.33,0,0,0,0,0
"6_SOCBOR1_2",14.67,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR1_3",37.33,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR1_4",33.33,0,0,0,0,1.33,0,0,0,0,0
"6_SOCBOR1_5",18.67,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR1_6",37.33,0,0,0,0,1.33,0,0,0,0,0
"6_SOCBOR1_7",38.67,0,0,0,0,1.33,0,0,0,0,0
"6_SOCBOR1_8",57.34,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR1_9",37.33,0,0,0,0,1.33,0,0,0,0,0
"6_SOCBOR1_10",41.33,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR1_11",32,0,0,0,1.33,0,1.33,0,0,0,0
"6_SOCBOR1_12",18.66,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR1_13",30.66,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR1_14",40,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR1_15",29.34,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR1_16",29.34,0,0,0,0,1.33,0,0,0,0,0
"6_SOCBOR1_17",49.34,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR1_18",56,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR1_19",8,0,0,0,0,2.67,0,0,0,0,0
"6_SOCBOR1_20",16,0,0,0,0,1.33,1.33,0,0,0,0
"6_SOCBOR1_21",17.33,0,0,0,0,4,0,0,0,0,0
"6_SOCBOR1_22",34.67,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR1_23",25.33,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR1_24",32,0,0,0,0,1.33,0,0,0,0,0
"6_SOCBOR1_25",42.67,0,0,0,0,1.33,0,0,0,0,0
"6_SOCBOR1_26",44.01,0,0,0,0,1.33,0,0,0,0,0
"6_SOCBOR1_27",51.99,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR1_28",43.99,0,0,0,0,1.33,0,0,0,0,2.67
"6_SOCBOR1_29",41.33,0,0,0,0,0,0,0,0,0,1.33
"6_SOCBOR1_30",46.67,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR2_1",39.99,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR2_2",50.67,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR2_3",36.01,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR2_4",48,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR2_5",48,0,0,0,0,2.67,0,0,0,0,0
"6_SOCBOR2_6",52,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR2_7",45.33,0,0,0,0,0,0,0,1.33,0,0
"6_SOCBOR2_8",40,0,0,0,0,0,0,0,2.67,0,0
"6_SOCBOR2_9",50.67,0,0,0,0,0,0,0,4,0,0
"6_SOCBOR2_10",65.33,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR2_11",54.66,0,0,0,0,0,0,0,1.33,0,0
"6_SOCBOR2_12",60,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR2_13",52,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR2_14",48,0,0,0,0,0,0,0,5.33,0,0
"6_SOCBOR2_15",62.67,0,0,0,0,0,0,0,5.33,0,0
"6_SOCBOR2_16",66.66,0,0,0,0,0,0,0,0,0,1.33
"6_SOCBOR2_17",56,0,0,0,0,2.67,0,0,0,0,0
"6_SOCBOR2_18",53.33,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR2_19",46.67,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR2_20",69.33,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR2_21",56,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR2_22",64,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR2_23",54.66,0,0,0,0,0,0,0,1.33,0,0
"6_SOCBOR2_24",61.34,0,0,0,0,0,0,0,0,0,1.33
"6_SOCBOR2_25",41.33,0,0,0,0,0,0,0,4,0,4
"6_SOCBOR2_26",68,0,0,0,0,0,0,0,0,0,0
"6_SOCBOR2_27",62.67,0,0,0,0,0,0,0,4,0,0
"6_SOCBOR2_28",53.34,0,0,0,0,0,0,0,1.33,0,0
"6_SOCBOR2_29",48,0,0,0,0,0,0,0,6.67,0,0
"6_SOCBOR2_30",49.33,0,0,0,0,1.33,0,0,0,0,0
"6_SOCMOO1_1",76,0,0,0,0,0,2.67,0,0,0,0
"6_SOCMOO1_2",34.67,0,0,0,0,0,17.33,0,0,0,0
"6_SOCMOO1_3",71.99,0,0,0,0,0,0,0,0,1.33,0
"6_SOCMOO1_4",62.66,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO1_5",70.67,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO1_6",84,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO1_7",70.66,0,0,0,0,2.67,0,0,0,0,0
"6_SOCMOO1_8",78.66,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO1_9",82.67,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO1_10",78.66,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO1_11",80,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO1_12",82.66,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO1_13",76,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO1_14",73.33,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO1_15",77.33,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO1_16",79.99,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO1_17",75.99,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO1_18",53.33,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO1_19",25.33,0,0,0,0,0,0,0,0,0,1.33
"6_SOCMOO1_20",74.66,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO1_21",81.33,0,0,0,0,0,4,0,0,0,0
"6_SOCMOO1_22",94.66,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO1_23",85.33,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO1_24",87.99,0,0,0,0,0,0,0,1.33,0,0
"6_SOCMOO1_25",64,0,0,0,0,0,4,0,0,0,0
"6_SOCMOO1_26",82.67,0,0,0,0,0,0,0,1.33,0,0
"6_SOCMOO1_27",82.67,0,0,0,0,0,1.33,0,0,0,0
"6_SOCMOO1_28",52,0,0,0,0,0,0,0,0,0,1.33
"6_SOCMOO1_29",64,0,0,0,0,0,2.67,0,0,0,0
"6_SOCMOO1_30",86.66,0,0,0,0,0,2.67,0,0,0,0
"6_SOCMOO2_1",65.33,0,0,0,0,0,0,0,0,0,2.67
"6_SOCMOO2_2",37.33,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO2_3",60,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO2_4",50.66,0,0,0,0,2.67,0,0,8,0,0
"6_SOCMOO2_5",37.32,0,0,0,0,2.67,0,0,0,0,0
"6_SOCMOO2_6",69.33,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO2_7",64,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO2_8",73.33,0,0,0,0,0,0,0,1.33,0,1.33
"6_SOCMOO2_9",64,0,0,0,0,0,1.33,0,2.67,0,0
"6_SOCMOO2_10",52,0,0,0,0,0,0,0,1.33,0,5.33
"6_SOCMOO2_11",60.01,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO2_12",54.67,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO2_13",40,0,0,0,0,0,0,0,1.33,0,0
"6_SOCMOO2_14",44,0,0,0,0,2.67,0,0,0,0,2.67
"6_SOCMOO2_15",57.33,0,0,0,0,0,1.33,0,2.67,0,0
"6_SOCMOO2_16",70.67,0,0,0,0,0,0,0,1.33,0,0
"6_SOCMOO2_17",73.34,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO2_18",48,0,0,0,0,0,0,0,0,0,2.67
"6_SOCMOO2_19",80,0,0,0,0,0,1.33,0,0,0,0
"6_SOCMOO2_20",62.67,0,0,0,0,1.33,0,0,2.67,0,0
"6_SOCMOO2_21",45.32,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO2_22",69.34,0,0,0,0,0,0,0,2.67,0,2.67
"6_SOCMOO2_23",61.33,0,0,0,0,1.33,4,0,2.67,0,0
"6_SOCMOO2_24",29.32,0,0,0,38.67,0,0,0,1.33,0,0
"6_SOCMOO2_25",80,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO2_26",44.01,0,0,0,25.33,0,1.33,0,0,0,2.67
"6_SOCMOO2_27",70.67,0,0,0,0,0,0,0,0,0,1.33
"6_SOCMOO2_28",73.33,0,0,0,0,0,0,0,0,0,0
"6_SOCMOO2_29",61.33,0,0,0,0,0,4,0,2.67,0,4
"6_SOCMOO2_30",53.33,0,0,0,0,0,8,0,0,0,0
"6_SOCTAH1_1",67.99,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH1_2",38.66,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH1_3",49.33,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH1_4",41.33,0,0,0,0,0,0,0,0,1.33,0
"6_SOCTAH1_5",60,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH1_6",62.66,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH1_7",49.34,0,0,0,0,0,0,0,1.33,0,0
"6_SOCTAH1_8",59.99,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH1_9",54.68,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH1_10",77.33,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH1_11",60,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH1_12",49.32,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH1_13",53.32,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH1_14",45.33,0,0,0,0,0,0,0,0,0,1.33
"6_SOCTAH1_15",60.01,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH1_16",64,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH1_17",62.67,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH1_18",38.67,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH1_19",76,0,0,0,0,0,0,0,0,0,1.33
"6_SOCTAH1_20",62.66,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH1_21",75.99,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH1_22",50.66,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH1_23",49.33,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH1_24",37.33,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH1_25",62.66,0,0,0,0,0,0,0,0,0,2.67
"6_SOCTAH1_26",62.67,0,0,0,0,0,0,0,0,1.33,0
"6_SOCTAH1_27",52,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH1_28",64,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH1_29",80.01,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH1_30",73.33,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH2_1",28,0,0,0,0,0,2.66,0,0,0,0
"6_SOCTAH2_2",29.34,0,0,0,0,0,2.67,0,1.33,0,2.67
"6_SOCTAH2_3",70.66,0,0,0,0,0,2.67,0,1.33,0,0
"6_SOCTAH2_4",42.66,0,0,0,0,0,2.67,0,0,0,0
"6_SOCTAH2_5",24,0,0,0,0,0,36,0,5.33,0,0
"6_SOCTAH2_6",33.33,0,0,0,0,4,10.66,0,0,0,1.33
"6_SOCTAH2_7",40,0,0,0,0,0,6.66,0,0,0,1.33
"6_SOCTAH2_8",48,0,0,0,0,0,4,0,1.33,0,2.67
"6_SOCTAH2_9",41.33,0,0,0,0,0,0,0,1.33,0,4
"6_SOCTAH2_10",22.67,0,0,0,0,0,0,0,0,0,6.67
"6_SOCTAH2_11",33.33,0,0,0,0,0,9.33,0,0,0,0
"6_SOCTAH2_12",21.32,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH2_13",42.66,0,0,0,0,2.67,0,0,1.33,0,0
"6_SOCTAH2_14",42.66,0,0,0,0,0,25.33,0,0,0,1.33
"6_SOCTAH2_15",22.66,0,0,0,0,0,14.67,0,0,0,1.33
"6_SOCTAH2_16",24,0,0,0,0,0,0,0,0,0,4
"6_SOCTAH2_17",18.66,0,0,0,0,0,0,0,0,16,1.33
"6_SOCTAH2_18",46.66,0,0,0,0,9.33,0,0,0,0,16
"6_SOCTAH2_19",53.34,0,0,0,0,2.67,0,0,0,5.33,6.67
"6_SOCTAH2_20",53.32,0,0,0,0,0,0,0,0,2.67,4
"6_SOCTAH2_21",41.32,0,0,0,0,0,0,0,0,0,2.67
"6_SOCTAH2_22",47.99,0,0,0,0,0,0,0,0,0,12
"6_SOCTAH2_23",58.67,0,0,0,0,0,0,0,0,0,14.67
"6_SOCTAH2_24",41.33,0,0,0,0,0,0,0,0,0,2.67
"6_SOCTAH2_25",36,0,0,0,0,0,0,0,0,0,0
"6_SOCTAH2_26",33.34,0,0,0,1.33,0,5.33,0,0,0,8
"6_SOCTAH2_27",42.67,0,0,0,0,0,0,0,1.33,0,1.33
"6_SOCTAH2_28",46.66,0,0,0,0,0,5.33,0,0,0,9.33
"6_SOCTAH2_29",17.34,0,0,0,0,1.33,1.33,1.33,0,0,0
"6_SOCTAH2_30",21.32,0,0,0,0,0,4,0,0,0,9.33
"6_TUAMAK1_1",65.33,0,0,0,0,0,0,0,0,0,1.33
"6_TUAMAK1_2",52,0,0,0,0,0,0,0,0,12,1.33
"6_TUAMAK1_3",61.33,0,0,0,0,1.33,0,0,0,0,8
"6_TUAMAK1_4",49.33,0,0,0,0,0,1.33,0,0,0,0
"6_TUAMAK1_5",49.33,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK1_6",38.67,0,0,0,0,0,2.67,1.33,0,0,2.67
"6_TUAMAK1_7",78.67,0,0,0,0,0,0,0,0,0,1.33
"6_TUAMAK1_8",52,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK1_9",61.34,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK1_10",67.99,0,0,0,0,0,0,0,0,0,2.67
"6_TUAMAK1_11",42.66,0,0,0,0,0,0,0,2.67,0,0
"6_TUAMAK1_12",78.66,0,0,0,0,0,0,0,0,0,2.67
"6_TUAMAK1_13",42.66,0,0,0,0,0,0,0,0,0,1.33
"6_TUAMAK1_14",48,0,0,0,0,0,0,0,0,0,2.67
"6_TUAMAK1_15",78.67,0,0,0,0,0,0,0,0,0,1.33
"6_TUAMAK1_16",56,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK1_17",69.33,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK1_18",76,0,0,0,0,0,0,0,0,0,1.33
"6_TUAMAK1_19",49.34,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK1_20",63.99,0,0,0,0,0,0,0,0,0,1.33
"6_TUAMAK1_21",72,0,0,0,0,0,0,0,0,0,1.33
"6_TUAMAK1_22",60,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK1_23",72,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK1_24",62.67,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK1_25",28,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK1_26",70.66,0,0,0,0,0,0,0,0,0,2.67
"6_TUAMAK1_27",89.34,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK1_28",44,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK1_29",52,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK1_30",78.67,0,0,0,0,0,0,0,0,0,1.33
"6_TUAMAK2_1",41.33,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_2",56,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_3",33.33,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_4",39.99,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_5",40,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_6",25.34,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_7",52,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_8",24,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_9",54.66,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_10",80,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_11",94.67,0,0,0,0,0,0,0,0,1.33,0
"6_TUAMAK2_12",45.34,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_13",61.32,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_14",80,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_15",41.33,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_16",30.67,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_17",32,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_18",78.66,0,0,0,0,0,0,0,0,0,1.33
"6_TUAMAK2_19",84,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_20",62.66,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_21",63.99,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_22",55.99,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_23",53.33,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_24",44,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_25",60,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_26",40,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_27",58.65,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_28",84,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_29",89.34,0,0,0,0,0,0,0,0,0,0
"6_TUAMAK2_30",50.66,0,0,0,0,0,0,0,0,0,0
"6_TUARAN1_1",20,0,0,0,0,0,32,0,0,0,8
"6_TUARAN1_2",16,0,0,0,0,0,21.33,0,0,0,22.67
"6_TUARAN1_3",18.66,0,0,0,0,0,26.67,0,0,0,10.67
"6_TUARAN1_4",21.34,0,0,0,0,2.67,9.34,0,0,0,10.67
"6_TUARAN1_5",25.34,0,0,0,0,0,18.67,0,0,0,16
"6_TUARAN1_6",24,0,0,0,0,0,17.33,0,0,0,20
"6_TUARAN1_7",6.67,0,0,0,0,0,14.67,0,0,0,18.67
"6_TUARAN1_8",12,0,0,0,0,0,25.33,0,0,1.33,26.67
"6_TUARAN1_9",39.99,0,0,0,0,2.67,18.67,0,0,0,9.33
"6_TUARAN1_10",25.34,0,0,0,0,0,29.34,0,0,0,12
"6_TUARAN1_11",24,0,0,0,0,0,28,0,0,0,4
"6_TUARAN1_12",9.33,0,0,0,0,0,58.67,0,0,0,12
"6_TUARAN1_13",29.33,0,0,0,0,2.67,29.33,0,0,0,9.33
"6_TUARAN1_14",18.67,0,0,0,0,0,34.67,0,0,0,9.33
"6_TUARAN1_15",16,0,0,0,0,0,32,0,0,0,8
"6_TUARAN1_16",9.33,0,0,0,0,0,37.33,0,0,0,20
"6_TUARAN1_17",5.33,0,0,0,0,0,58.67,0,0,0,13.33
"6_TUARAN1_18",13.33,0,0,0,0,0,34.66,0,0,0,22.66
"6_TUARAN1_19",16,0,0,0,0,0,57.33,0,0,0,13.33
"6_TUARAN1_20",17.34,0,0,0,0,4,36,0,0,0,20
"6_TUARAN1_21",25.33,0,0,0,0,0,44,0,0,0,13.33
"6_TUARAN1_22",12,0,0,0,0,1.33,61.33,0,0,0,13.33
"6_TUARAN1_23",12,0,0,0,0,1.33,36,0,0,0,37.33
"6_TUARAN1_24",30.66,0,0,0,0,0,38.67,0,0,0,13.34
"6_TUARAN1_25",13.33,0,0,0,0,1.33,48,0,1.33,0,12
"6_TUARAN1_26",27.99,0,0,0,0,2.67,33.33,0,0,0,14.67
"6_TUARAN1_27",13.34,0,0,0,0,0,64,0,0,0,12
"6_TUARAN1_28",13.33,0,0,0,0,1.33,53.33,0,0,0,14.67
"6_TUARAN1_29",13.34,0,0,0,0,0,40,0,0,0,8
"6_TUARAN1_30",8,0,0,0,0,0,41.34,0,0,0,9.33
"6_TUARAN2_1",10.66,0,0,0,0,0,1.33,0,0,0,81.33
"6_TUARAN2_2",0,0,0,0,0,0,0,0,0,0,18.67
"6_TUARAN2_3",12,0,0,0,0,0,0,0,0,0,37.33
"6_TUARAN2_4",17.33,0,0,0,0,0,0,0,0,1.33,10.67
"6_TUARAN2_5",1.33,0,0,0,0,0,0,0,4,0,12
"6_TUARAN2_6",5.33,0,0,0,0,0,0,0,0,0,21.33
"6_TUARAN2_7",12,0,0,0,0,0,0,0,0,0,21.33
"6_TUARAN2_8",4,0,0,0,0,0,8,0,0,0,12
"6_TUARAN2_9",6.67,0,0,0,0,0,10.67,0,0,0,21.33
"6_TUARAN2_10",28,0,0,0,0,0,2.67,0,0,0,20
"6_TUARAN2_11",22.66,0,0,0,0,0,6.67,1.33,0,0,14.67
"6_TUARAN2_12",17.33,0,0,0,0,1.33,2.67,0,0,0,68
"6_TUARAN2_13",20,0,0,0,0,0,5.33,0,0,1.33,13.33
"6_TUARAN2_14",12,0,0,0,0,0,12,0,0,0,14.67
"6_TUARAN2_15",24,0,0,0,0,0,32,0,0,0,0
"6_TUARAN2_16",22.67,0,0,0,0,0,36,0,0,0,12
"6_TUARAN2_17",10.67,0,0,0,0,0,10.67,0,0,0,16
"6_TUARAN2_18",42.66,0,0,0,0,0,0,0,0,0,0
"6_TUARAN2_19",42.66,0,0,0,0,0,1.33,0,0,0,18.67
"6_TUARAN2_20",22.67,0,0,0,0,0,0,0,0,0,17.33
"6_TUARAN2_21",21.33,0,0,0,0,0,0,0,0,0,41.33
"6_TUARAN2_22",26.66,0,0,0,0,0,0,0,0,0,18.67
"6_TUARAN2_23",6.66,0,0,0,0,0,1.33,1.33,2.67,0,81.33
"6_TUARAN2_24",22.66,0,0,0,0,0,4,0,0,0,1.33
"6_TUARAN2_25",8,0,0,0,0,0,9.33,0,0,0,73.33
"6_TUARAN2_26",9.33,0,0,0,0,0,0,1.33,0,0,73.33
"6_TUARAN2_27",21.33,0,0,0,0,0,5.33,0,1.33,0,65.33
"6_TUARAN2_28",24,0,0,0,0,0,13.34,0,2.67,0,56
"6_TUARAN2_29",26.66,0,0,0,0,0,5.33,0,0,0,42.67
"6_TUARAN2_30",10.67,0,0,0,0,0,8,0,0,0,12
"6_TUARAR1_1",44,0,0,0,0,0,0,0,0,0,4
"6_TUARAR1_2",19.99,0,0,0,0,0,0,0,0,0,0
"6_TUARAR1_3",50.66,0,0,0,0,0,0,0,0,0,0
"6_TUARAR1_4",40,0,0,0,0,1.33,0,0,0,0,1.33
"6_TUARAR1_5",20,0,0,0,0,0,0,0,0,0,5.33
"6_TUARAR1_6",26.66,0,0,0,0,0,0,0,0,0,0
"6_TUARAR1_7",33.33,0,0,0,0,0,0,0,0,0,2.67
