"","Scleractinian","Gorgonia","Black_coral","Hydroids","Cnidaria (non Scleractinian)","Sponges","Fleshy macroalgae","Crustose algae","Halimeda","Others","CCA"
"90_TUAMAK1_15",26.66,0,0,0,0,1.33,0,4,1.33,0,6.67
"90_TUAMAK1_16",25.33,0,0,0,0,8,0,8,0,0,5.33
"90_TUAMAK1_17",16,0,0,0,0,0,0,1.33,0,0,14.67
"90_TUAMAK1_18",72,0,0,0,0,5.33,0,4,0,0,2.67
"90_TUAMAK1_19",29.33,0,0,0,0,5.33,0,1.33,0,0,8
"90_TUAMAK1_20",12,0,0,0,0,2.67,0,9.33,0,0,4
"90_TUAMAK1_21",0,0,0,0,0,2.67,0,0,0,0,4
"90_TUAMAK1_22",58.66,0,0,0,0,0,0,0,0,0,2.67
"90_TUAMAK1_23",60,0,0,0,0,0,0,21.33,0,0,5.33
"90_TUAMAK1_24",78.66,0,0,0,0,1.33,0,0,0,0,2.67
"90_TUAMAK1_25",40,0,0,0,0,0,0,34.67,0,0,0
"90_TUAMAK1_26",17.33,0,0,0,0,2.66,1.33,54.67,0,0,0
"90_TUAMAK1_27",49.33,0,0,0,0,4,0,29.33,0,0,4
"90_TUAMAK1_28",32,0,0,0,0,6.67,0,32,0,0,4
"90_TUAMAK1_29",10.67,0,0,0,0,12,2.67,45.33,0,0,2.67
"90_TUAMAK1_30",28,0,0,0,1.33,9.33,0,36,0,0,1.33
"90_TUAMAK2_1",62.66,0,0,0,0,5.33,0,9.33,0,0,1.33
"90_TUAMAK2_2",73.33,0,0,0,0,4,0,2.67,0,0,0
"90_TUAMAK2_3",32,0,0,0,0,18.67,1.33,12,0,0,2.67
"90_TUAMAK2_4",37.33,0,0,0,0,28,0,2.67,0,0,0
"90_TUAMAK2_5",37.33,0,0,0,0,12,1.33,17.33,0,0,2.67
"90_TUAMAK2_6",22.67,0,0,0,0,12,0,29.33,0,0,4
"90_TUAMAK2_7",18.67,1.33,0,0,0,17.33,2.67,5.33,0,0,0
"90_TUAMAK2_8",9.33,0,0,0,1.33,17.34,0,0,0,0,0
"90_TUAMAK2_9",6.67,0,0,0,0,22.67,8,2.67,0,0,0
"90_TUAMAK2_10",36,0,0,0,0,25.34,0,10.67,0,0,1.33
"90_TUAMAK2_11",2.67,0,0,0,0,42.66,2.67,2.67,0,0,5.33
"90_TUAMAK2_12",8,0,0,0,0,38.67,0,0,0,0,4
"90_TUAMAK2_13",30.67,0,0,0,0,26.66,0,2.67,0,0,4
"90_TUAMAK2_14",21.33,0,0,0,0,5.33,0,45.33,0,0,5.33
"90_TUAMAK2_15",20,0,0,0,0,5.34,0,57.33,0,0,1.33
"90_TUAMAK2_16",42.67,0,0,0,0,18.67,0,18.67,0,0,1.33
"90_TUAMAK2_17",34.67,0,0,0,0,4,0,25.33,0,0,2.67
"90_TUAMAK2_18",30.67,0,0,0,0,12,0,41.33,0,0,1.33
"90_TUAMAK2_19",44,0,0,0,0,12,0,8,0,1.33,0
"90_TUAMAK2_20",37.33,0,0,0,0,26.67,0,0,0,1.33,0
"90_TUAMAK2_21",30.67,0,0,0,0,4,0,28,0,0,1.33
"90_TUAMAK2_22",30.67,0,0,0,0,1.33,0,5.33,0,0,0
"90_TUAMAK2_23",61.33,0,0,0,0,8,0,5.33,0,5.33,0
"90_TUAMAK2_24",4,0,0,0,0,4,0,13.33,0,0,4
"90_TUAMAK2_25",25.33,0,0,1.33,0,0,0,14.67,0,0,6.67
"90_TUAMAK2_26",25.33,0,0,0,0,9.33,0,37.33,0,0,2.67
"90_TUAMAK2_27",32,0,0,0,1.33,0,0,36,0,0,1.33
"90_TUAMAK2_28",17.34,0,0,0,0,24,0,2.67,0,0,0
"90_TUAMAK2_29",25.33,0,0,0,1.33,25.33,0,6.67,0,0,4
"90_TUAMAK2_30",57.33,0,0,0,0,13.33,0,0,0,0,6.67
"90_TUARAN1_1",2.67,0,0,5.33,1.33,12,0,0,0,0,2.67
"90_TUARAN1_2",1.33,0,0,0,1.33,9.33,0,0,0,0,0
"90_TUARAN1_3",1.33,0,0,0,0,14.67,0,0,0,0,2.67
"90_TUARAN1_4",2.66,0,0,0,0,16,0,0,0,0,1.33
"90_TUARAN1_5",2.67,0,0,0,0,5.33,0,0,0,0,0
"90_TUARAN1_6",5.33,0,0,0,0,20,0,0,0,0,0
"90_TUARAN1_7",0,0,0,0,0,4,0,0,0,0,1.33
"90_TUARAN1_8",0,0,0,0,0,14.67,0,0,0,0,1.33
"90_TUARAN1_9",0,0,0,0,0,6.67,0,0,0,0,0
"90_TUARAN1_10",1.33,0,0,0,0,5.33,0,0,0,0,4
"90_TUARAN1_11",2.67,0,0,0,0,16,0,0,0,0,1.33
"90_TUARAN1_12",4,0,0,0,0,20,0,0,0,0,4
"90_TUARAN1_13",0,0,0,0,0,8,0,0,0,0,2.67
"90_TUARAN1_14",0,0,0,0,0,1.33,0,0,0,0,1.33
"90_TUARAN1_15",4,0,0,0,0,36,0,0,0,0,2.67
"90_TUARAN1_16",4,0,0,0,0,8,0,0,0,0,1.33
"90_TUARAN1_17",1.33,0,0,0,0,1.33,0,0,0,0,1.33
"90_TUARAN1_18",6.67,0,0,1.33,0,10.67,0,0,0,0,1.33
"90_TUARAN1_19",12.01,0,0,0,0,17.33,0,0,0,0,0
"90_TUARAN1_20",7.99,0,0,0,0,16,0,0,0,0,0
"90_TUARAN1_21",5.33,0,0,0,1.33,12,0,0,0,0,0
"90_TUARAN1_22",6.66,0,0,0,0,4,0,0,0,0,0
"90_TUARAN1_23",2.66,0,0,0,0,6.67,0,0,0,0,2.67
"90_TUARAN1_24",6.66,0,0,0,0,17.33,0,0,0,0,1.33
"90_TUARAN1_25",2.66,0,0,0,1.33,10.67,0,0,0,0,0
"90_TUARAN1_26",2.67,1.33,0,0,0,8,0,0,0,0,5.33
"90_TUARAN1_27",0,0,0,4,0,12,0,0,0,1.33,1.33
"90_TUARAN1_28",10.67,0,0,0,0,10.67,0,0,0,0,4
"90_TUARAN1_29",2.67,0,0,0,0,24,0,0,0,0,0
"90_TUARAN1_30",2.66,0,0,0,0,5.33,0,0,0,0,0
"90_TUARAN2_1",11.99,0,0,0,0,5.33,2.67,0,0,0,20
"90_TUARAN2_2",2.66,0,0,0,0,10.67,0,0,0,0,6.67
"90_TUARAN2_3",1.33,0,0,0,0,1.33,0,0,0,0,8
"90_TUARAN2_4",5.33,0,0,0,0,10.67,0,0,0,0,17.33
"90_TUARAN2_5",12,0,0,0,0,4,0,0,0,0,9.33
"90_TUARAN2_6",2.66,0,0,0,0,0,0,0,0,0,9.33
"90_TUARAN2_7",6.66,0,0,1.33,8,6.66,0,0,0,0,6.67
"90_TUARAN2_8",10.67,0,0,0,1.33,18.66,0,0,0,0,5.33
"90_TUARAN2_9",12,0,0,5.33,1.33,0,0,0,0,0,1.33
"90_TUARAN2_10",7.99,0,0,0,0,4,0,0,0,0,2.67
"90_TUARAN2_11",10.67,0,0,0,1.33,2.66,0,0,0,0,0
"90_TUARAN2_12",6.66,0,1.33,0,0,6.67,0,0,0,0,10.67
"90_TUARAN2_13",8,0,0,0,0,2.66,0,0,0,0,13.33
"90_TUARAN2_14",2.66,0,0,26.67,0,0,0,0,0,0,8
"90_TUARAN2_15",13.34,0,0,0,1.33,2.67,0,0,0,0,6.67
"90_TUARAN2_16",3.99,1.33,0,0,1.33,4,0,0,0,0,16
"90_TUARAN2_17",0,0,0,5.33,0,4,0,0,0,0,5.33
"90_TUARAN2_18",6.67,0,0,0,0,0,0,0,0,0,1.33
"90_TUARAN2_19",2.66,0,0,0,4,0,0,0,0,0,4
"90_TUARAN2_20",1.33,0,0,0,0,5.33,0,0,0,0,6.67
"90_TUARAN2_21",28,0,0,0,0,2.67,0,0,0,0,4
"90_TUARAN2_22",12,0,0,0,0,2.67,0,0,0,1.33,8
"90_TUARAN2_23",4,0,0,0,0,1.33,0,0,0,0,0
"90_TUARAN2_24",4,0,0,0,2.67,1.33,2.67,0,0,0,10.67
"90_TUARAN2_25",0,0,0,0,0,1.33,0,0,0,0,1.33
"90_TUARAN2_26",4,0,0,0,0,4,0,0,0,0,8
"90_TUARAN2_27",12,0,0,0,0,13.33,0,0,0,0,2.67
"90_TUARAN2_28",1.33,0,0,0,0,5.33,0,0,0,0,12
"90_TUARAN2_29",6.67,0,0,0,0,5.33,0,0,0,0,24
"90_TUARAN2_30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90_TUARAR1_1",15.99,0,0,0,0,6.67,0,6.67,1.33,0,5.33
"90_TUARAR1_2",8,0,0,0,0,16,22.67,0,0,0,0
"90_TUARAR1_3",14.67,0,0,0,0,16,2.67,0,0,0,0
"90_TUARAR1_4",8,0,0,0,0,10.67,14.67,12,0,0,0
"90_TUARAR1_5",16,0,0,0,0,20,8,2.67,0,0,0
"90_TUARAR1_6",46.66,0,0,2.67,1.33,9.33,0,0,0,0,0
"90_TUARAR1_7",9.33,0,0,0,0,26.67,0,0,0,0,0
"90_TUARAR1_8",5.33,0,0,0,0,17.33,0,0,0,0,0
"90_TUARAR1_9",16,0,0,0,0,22.67,9.33,0,0,0,0
"90_TUARAR1_10",13.33,0,0,0,0,40,0,0,0,0,0
"90_TUARAR1_11",22.66,0,0,0,0,26.67,0,0,0,0,0
"90_TUARAR1_12",5.33,0,0,0,0,5.33,4,8,0,0,0
"90_TUARAR1_13",24,0,0,0,0,33.33,0,0,0,1.33,0
"90_TUARAR1_14",13.33,0,0,0,0,36,0,0,0,0,0
"90_TUARAR1_15",18.66,0,0,0,0,20,0,0,0,0,1.33
"90_TUARAR1_16",17.33,0,0,0,0,30.67,0,0,0,0,0
"90_TUARAR1_17",12,0,0,0,0,12,0,0,0,0,0
"90_TUARAR1_18",18.66,0,0,0,0,28,0,0,0,0,0
"90_TUARAR1_19",11.99,0,0,0,0,5.33,0,8,0,0,1.33
"90_TUARAR1_20",9.33,0,0,0,0,8,0,1.33,0,0,0
"90_TUARAR1_21",4,0,0,0,0,4,0,0,0,0,0
"90_TUARAR1_22",12,0,0,0,0,0,0,2.67,0,0,0
"90_TUARAR1_23",5.33,0,0,0,0,18.67,0,0,0,0,0
"90_TUARAR1_24",8,0,0,0,0,8,0,0,0,0,0
"90_TUARAR1_25",26.66,0,0,0,0,24,0,0,0,0,1.33
"90_TUARAR1_26",14.67,0,0,0,0,26.67,0,0,0,0,0
"90_TUARAR1_27",24,0,0,0,0,12,0,0,0,0,0
"90_TUARAR1_28",5.33,0,0,0,0,28,0,0,0,0,0
"90_TUARAR1_29",8,0,0,0,0,25.33,2.67,6.67,0,0,1.33
"90_TUARAR1_30",6.67,0,0,0,0,22.67,33.33,0,0,0,0
"90_TUARAR2_1",21.33,0,0,0,5.33,5.33,0,0,0,0,6.67
"90_TUARAR2_2",0,0,0,0,0,4,0,0,0,0,2.67
"90_TUARAR2_3",9.33,0,0,0,0,1.33,0,0,0,0,6.67
"90_TUARAR2_4",7.99,0,0,0,0,1.33,0,0,0,0,8
"90_TUARAR2_5",12,0,0,0,0,0,0,0,0,0,4
"90_TUARAR2_6",9.34,0,0,0,0,4,0,0,0,0,1.33
"90_TUARAR2_7",18.66,0,0,0,0,0,0,0,0,0,12
"90_TUARAR2_8",2.67,0,0,0,0,0,0,0,0,4,9.33
"90_TUARAR2_9",14.66,0,0,0,0,5.33,0,0,0,0,6.67
"90_TUARAR2_10",9.33,0,0,0,0,1.33,0,0,0,0,6.67
"90_TUARAR2_11",4,0,0,0,0,4,0,0,0,0,5.33
"90_TUARAR2_12",13.33,0,0,0,0,4,0,0,0,1.33,0
"90_TUARAR2_13",13.33,0,0,0,0,2.66,0,0,0,0,1.33
"90_TUARAR2_14",13.34,0,0,0,0,2.67,0,0,0,0,8
"90_TUARAR2_15",2.67,0,0,0,0,5.33,0,0,0,0,1.33
"90_TUARAR2_16",12,0,0,0,10.67,8,0,0,0,0,8
"90_TUARAR2_17",13.34,0,0,0,0,4,0,0,0,0,14.67
"90_TUARAR2_18",10.67,0,0,0,0,6.67,0,0,0,0,18.67
"90_TUARAR2_19",13.32,0,0,0,0,5.33,0,0,0,0,2.67
"90_TUARAR2_20",4,0,0,0,0,17.33,0,0,0,0,10.67
"90_TUARAR2_21",2.67,0,0,0,9.33,1.33,0,0,0,0,9.33
"90_TUARAR2_22",2.67,0,0,0,0,4,0,0,0,0,10.67
"90_TUARAR2_23",6.66,0,0,0,0,2.67,1.33,0,0,0,2.67
"90_TUARAR2_24",1.33,0,0,0,0,9.33,0,0,0,2.67,1.33
"90_TUARAR2_25",2.66,0,0,0,0,4,0,0,0,0,2.67
"90_TUARAR2_26",9.33,0,0,0,0,2.67,0,0,0,0,5.33
"90_TUARAR2_27",17.33,0,0,0,0,5.33,0,0,0,0,9.33
"90_TUARAR2_28",2.66,0,0,0,0,1.33,0,0,0,0,12
"90_TUARAR2_29",13.34,0,0,0,0,2.67,0,0,0,0,8
"90_TUARAR2_30",8,0,0,0,0,12,0,0,0,0,8
"90_TUATIK1_1",0,0,0,0,1.33,16,0,0,0,0,18.67
"90_TUATIK1_2",0,0,0,0,2.67,14.67,0,0,0,0,9.33
"90_TUATIK1_3",0,0,0,0,1.33,18.67,0,0,0,0,4
"90_TUATIK1_4",2.67,0,0,0,1.33,16,0,0,0,0,5.33
"90_TUATIK1_5",0,1.33,0,0,2.67,21.33,0,0,0,0,16
"90_TUATIK1_6",0,0,0,0,1.33,20,0,0,0,0,10.67
"90_TUATIK1_7",0,0,0,0,0,25.33,0,0,0,0,8
"90_TUATIK1_8",0,0,0,0,2.67,16,0,0,0,0,5.33
"90_TUATIK1_9",0,0,0,0,0,8,0,0,0,0,14.67
"90_TUATIK1_10",0,0,0,0,5.33,6.67,0,0,0,0,6.67
"90_TUATIK1_11",0,0,0,0,0,8,0,0,0,0,12
"90_TUATIK1_12",1.33,1.33,0,0,0,8,0,0,0,0,9.33
"90_TUATIK1_13",0,1.33,0,0,0,10.67,0,0,0,0,4
"90_TUATIK1_14",0,0,0,0,2.67,9.33,0,0,0,0,2.67
"90_TUATIK1_15",0,0,0,0,0,6.67,0,0,0,5.33,4
"90_TUATIK1_16",0,0,0,0,0,20,0,0,0,0,2.67
"90_TUATIK1_17",0,0,0,0,5.33,32,0,0,0,0,9.33
"90_TUATIK1_18",1.33,0,0,0,0,6.67,0,0,0,0,17.33
"90_TUATIK1_19",0,0,0,0,9.33,6.67,0,0,0,0,13.33
"90_TUATIK1_20",0,0,0,0,4,13.33,0,0,0,0,17.33
"90_TUATIK1_21",0,0,0,0,0,8,0,0,0,0,16
"90_TUATIK1_22",0,0,0,0,0,8,0,0,0,0,9.33
"90_TUATIK1_23",1.33,0,0,0,0,6.67,0,0,0,0,6.67
"90_TUATIK1_24",0,0,0,0,0,4,0,0,0,0,14.67
"90_TUATIK1_25",0,0,0,0,46.67,4,0,0,0,0,2.67
"90_TUATIK1_26",0,0,0,0,0,9.33,0,0,0,0,9.33
"90_TUATIK1_27",6.67,0,0,0,0,5.33,0,0,0,0,10.67
"90_TUATIK1_28",0,0,0,0,4,21.33,0,0,0,0,8
"90_TUATIK1_29",0,0,0,0,1.33,17.33,0,0,0,0,10.67
"90_TUATIK1_30",2.67,0,0,0,2.67,9.33,0,0,0,9.33,12
"90_TUATIK2_1",0,2.67,0,0,0,8,0,0,0,0,21.33
"90_TUATIK2_2",10.67,0,0,0,0,13.33,0,0,0,0,5.33
"90_TUATIK2_3",24,0,0,0,0,17.33,0,0,0,0,13.33
"90_TUATIK2_4",12,0,0,0,0,16,0,0,0,0,8
"90_TUATIK2_5",8,0,0,0,1.33,24,0,0,0,0,4
"90_TUATIK2_6",5.33,0,0,0,1.33,9.33,0,0,0,0,8
"90_TUATIK2_7",14.66,0,0,0,0,12,0,0,0,2.67,4
"90_TUATIK2_8",10.66,1.33,0,0,0,10.67,0,0,0,5.33,12
"90_TUATIK2_9",18.66,0,0,0,0,28,0,0,0,2.67,1.33
"90_TUATIK2_10",13.34,0,0,5.33,0,34.67,0,0,0,0,4
"90_TUATIK2_11",9.33,0,0,0,0,32,0,0,0,0,5.33
"90_TUATIK2_12",1.33,0,0,0,0,14.67,0,0,0,0,9.33
"90_TUATIK2_13",10.66,0,0,5.33,1.33,25.33,0,0,0,0,2.67
"90_TUATIK2_14",5.33,0,0,1.33,1.33,33.34,0,0,0,0,4
"90_TUATIK2_15",20,0,0,0,1.33,21.33,0,0,0,0,5.33
"90_TUATIK2_16",10.66,0,0,2.67,0,24,0,0,0,0,6.67
"90_TUATIK2_17",13.33,4,0,26.67,0,5.33,0,0,0,0,2.67
"90_TUATIK2_18",13.33,0,0,26.67,0,12,0,0,0,0,6.67
"90_TUATIK2_19",6.67,0,0,0,0,12,0,0,0,0,5.33
"90_TUATIK2_20",9.33,0,1.33,0,0,9.33,0,0,0,0,2.67
"90_TUATIK2_21",12,9.33,0,0,0,16,0,0,0,0,2.67
"90_TUATIK2_22",2.66,0,0,0,0,6.66,0,0,0,4,22.67
"90_TUATIK2_23",10.67,0,0,0,0,21.34,0,0,0,0,6.67
"90_TUATIK2_24",14.67,0,0,0,0,18.66,0,0,0,0,13.33
"90_TUATIK2_25",0,0,0,0,0,0,0,0,0,0,1.33
"90_TUATIK2_26",12,0,0,0,0,10.67,0,0,0,0,8
"90_TUATIK2_27",4,0,0,0,0,9.33,0,0,0,0,17.33
"90_TUATIK2_28",14.67,0,0,0,0,10.67,0,0,0,0,4
"90_TUATIK2_29",4,0,0,0,0,17.33,0,0,0,0,5.33
"90_TUATIK2_30",7.99,0,0,0,1.33,4,0,0,0,0,4
"120_GAMMAN1_1",5.33,0,0,0,0,5.33,0,0,0,0,22.67
"120_GAMMAN1_2",25.33,0,0,0,0,1.33,2.67,0,0,0,10.67
"120_GAMMAN1_3",17.33,0,0,0,0,1.33,1.33,0,0,0,5.33
"120_GAMMAN1_4",5.33,0,1.33,0,1.33,2.67,1.33,0,0,0,17.33
"120_GAMMAN1_5",14.66,0,0,0,0,4,1.33,0,0,0,10.67
"120_GAMMAN1_6",8,0,0,0,1.33,1.33,0,2.67,0,0,18.67
"120_GAMMAN1_7",22.65,0,0,0,0,5.33,0,5.33,0,0,8
"120_GAMMAN1_8",12,0,0,0,0,0,0,1.33,0,1.33,5.33
"120_GAMMAN1_9",10.67,0,0,0,1.33,2.67,1.33,0,0,1.33,6.67
"120_GAMMAN1_10",30.66,0,0,0,0,2.67,1.33,0,0,0,2.67
"120_GAMMAN1_11",13.33,0,0,0,0,9.33,0,0,0,0,16
"120_GAMMAN1_12",5.33,0,0,0,0,1.33,0,1.33,0,0,6.67
"120_GAMMAN1_13",12,0,2.67,0,0,2.66,1.33,1.33,0,0,6.67
"120_GAMMAN1_14",25.33,0,0,0,0,0,9.33,0,0,1.33,6.67
"120_GAMMAN1_15",1.33,0,0,0,0,6.66,0,1.33,0,1.33,8
"120_GAMMAN1_16",14.66,0,0,0,0,2.67,0,4,0,2.67,10.67
"120_GAMMAN1_17",12,0,0,0,2.67,0,0,0,0,2.67,5.33
"120_GAMMAN1_18",14.66,0,0,0,0,6.67,0,0,0,0,5.33
"120_GAMMAN1_19",18.66,0,0,0,1.33,2.67,1.33,1.33,0,0,12
"120_GAMMAN1_20",2.67,0,0,0,0,2.67,1.33,0,0,0,0
"120_GAMMAN1_21",8,0,0,0,0,8,1.33,0,0,0,9.33
"120_GAMMAN1_22",37.33,0,0,0,0,2.67,0,0,0,0,6.67
"120_GAMMAN1_23",19.99,1.33,0,0,0,8,1.33,2.67,0,0,8
"120_GAMMAN1_24",16,0,0,0,0,4,1.33,0,0,2.67,8
"120_GAMMAN1_25",22.67,0,0,0,0,9.33,0,0,0,0,5.33
"120_GAMMAN1_26",29.33,0,0,0,0,4,0,0,0,0,8
"120_GAMMAN1_27",32,0,0,0,0,10.67,0,0,0,0,16
"120_GAMMAN1_28",25.33,0,0,0,0,6.67,0,0,0,0,12
"120_GAMMAN1_29",8,0,0,0,0,1.33,2.67,0,0,2.67,14.67
"120_GAMMAN1_30",8,0,0,0,0,4,0,0,0,1.33,21.33
"120_GAMMAN2_1",39.99,0,0,0,0,0,1.33,4,0,0,4
"120_GAMMAN2_2",45.34,0,0,0,0,4,0,0,0,0,12
"120_GAMMAN2_3",41.33,0,0,0,0,4,0,0,0,0,6.67
"120_GAMMAN2_4",37.34,2.67,0,0,0,4,0,0,0,0,5.33
"120_GAMMAN2_5",24,2.67,0,0,0,5.33,0,10.67,0,0,6.67
"120_GAMMAN2_6",18.66,0,0,0,0,13.33,0,16,0,0,8
"120_GAMMAN2_7",61.33,1.33,0,0,0,0,0,1.33,0,0,6.67
"120_GAMMAN2_8",53.33,1.33,0,0,0,5.33,0,0,0,0,6.67
"120_GAMMAN2_9",45.33,0,0,0,1.33,6.67,0,0,0,0,6.67
"120_GAMMAN2_10",30.67,0,0,0,0,4,6.67,5.33,0,0,1.33
"120_GAMMAN2_11",61.34,0,0,0,0,6.67,0,0,0,0,8
"120_GAMMAN2_12",62.67,0,0,0,0,0,0,0,0,0,5.33
"120_GAMMAN2_13",33.34,0,0,0,0,6.67,2.67,8,0,0,6.67
"120_GAMMAN2_14",17.34,0,0,0,0,5.33,1.33,16,0,0,13.33
"120_GAMMAN2_15",32.01,0,0,0,0,6.67,0,0,0,0,12
"120_GAMMAN2_16",32,5.33,0,0,0,4,0,1.33,0,0,13.33
"120_GAMMAN2_17",60,0,0,0,0,4,0,1.33,0,0,1.33
"120_GAMMAN2_18",54.67,0,0,0,0,0,0,5.33,0,0,14.67
"120_GAMMAN2_19",45.33,0,0,0,0,2.67,0,4,0,0,4
"120_GAMMAN2_20",94.67,0,0,0,0,0,0,2.67,0,0,0
"120_GAMMAN2_21",42.67,2.67,0,0,0,0,1.33,33.33,0,0,0
"120_GAMMAN2_22",36,8,0,1.33,0,1.33,0,2.67,0,0,1.33
"120_GAMMAN2_23",59.99,0,0,0,0,0,1.33,0,0,0,1.33
"120_GAMMAN2_24",62.67,1.33,0,0,0,4,0,1.33,0,0,9.33
"120_GAMMAN2_25",34.66,6.67,0,0,0,0,0,0,0,0,14.67
"120_GAMMAN2_26",53.34,1.33,0,0,0,1.33,0,0,0,0,13.33
"120_GAMMAN2_27",12,0,0,0,0,5.33,2.66,1.33,0,0,17.33
"120_GAMMAN2_28",21.33,0,0,1.33,0,5.33,2.66,1.33,0,0,4
"120_GAMMAN2_29",17.33,0,0,0,0,4,0,0,0,0,17.33
"120_GAMMAN2_30",29.34,0,0,0,0,4,0,0,0,0,8
"120_SOCBOR1_1",0,0,1.33,0,6.67,0,0,0,0,0,1.33
"120_SOCBOR1_2",1.33,0,0,0,0,2.67,0,0,0,5.33,1.33
"120_SOCBOR1_3",0,0,0,0,4,5.33,1.33,0,0,0,2.67
"120_SOCBOR1_4",0,0,0,0,4,0,0,0,0,0,0
"120_SOCBOR1_5",0,1.33,13.33,0,6.67,0,0,0,0,0,1.33
"120_SOCBOR1_6",0,10.67,8,0,5.33,5.33,0,0,0,5.33,0
"120_SOCBOR1_7",0,0,13.33,0,8,5.33,0,0,0,0,5.33
"120_SOCBOR1_8",0,0,5.33,0,0,2.67,0,0,0,0,6.67
"120_SOCBOR1_9",0,2.67,0,0,0,5.33,1.33,0,0,0,10.67
"120_SOCBOR1_10",0,2.67,0,0,2.67,4,0,0,0,0,0
"120_SOCBOR1_11",0,0,0,0,1.33,2.67,0,0,0,0,1.33
"120_SOCBOR1_12",0,1.33,1.33,0,0,6.67,0,0,0,0,4
"120_SOCBOR1_13",0,0,0,0,0,2.67,0,0,0,0,0
"120_SOCBOR1_14",1.33,0,0,0,0,0,0,0,0,0,1.33
"120_SOCBOR1_15",0,5.33,0,0,0,1.33,0,0,0,0,9.33
"120_SOCBOR1_16",1.33,0,0,0,2.67,9.33,0,0,0,0,9.33
"120_SOCBOR1_17",0,0,0,0,1.33,2.67,0,0,0,0,1.33
"120_SOCBOR1_18",0,1.33,0,0,1.33,0,0,0,0,0,2.67
"120_SOCBOR1_19",0,1.33,5.33,0,5.33,4,0,0,0,0,1.33
"120_SOCBOR1_20",0,0,6.67,0,2.67,0,0,0,0,0,1.33
"120_SOCBOR1_21",0,0,9.33,0,0,5.33,0,0,0,0,5.33
"120_SOCBOR1_22",0,0,4,0,0,2.67,0,0,0,0,1.33
"120_SOCBOR1_23",0,1.33,2.67,0,0,12,0,0,0,0,0
"120_SOCBOR1_24",0,0,2.67,0,0,0,0,0,0,0,4
"120_SOCBOR1_25",0,0,0,0,1.33,4,0,0,0,0,5.33
"120_SOCBOR1_26",0,0,0,0,0,4,0,0,0,0,0
"120_SOCBOR1_27",0,0,0,0,1.33,4,0,0,0,0,2.67
"120_SOCBOR1_28",0,2.67,0,0,0,2.67,0,0,0,0,1.33
"120_SOCBOR1_29",0,0,0,0,0,0,0,0,0,0,1.33
"120_SOCBOR1_30",0,0,0,0,4,4,0,0,0,0,0
"120_SOCBOR2_1",0,0,0,0,0,22.67,0,0,0,0,8
"120_SOCBOR2_2",0,21.33,0,2.67,0,17.34,0,0,0,0,4
"120_SOCBOR2_3",0,26.67,2.67,0,1.33,6.67,0,0,0,0,5.33
"120_SOCBOR2_4",0,1.33,0,0,0,14.67,0,0,0,0,6.67
"120_SOCBOR2_5",0,8,0,0,0,14.67,0,0,0,0,2.67
"120_SOCBOR2_6",0,2.67,0,0,0,10.67,0,0,0,0,9.33
"120_SOCBOR2_7",2.67,2.67,0,0,0,18.67,0,0,0,0,9.33
"120_SOCBOR2_8",1.33,0,0,2.67,0,12,0,0,0,0,1.33
"120_SOCBOR2_9",0,2.67,0,2.67,0,5.33,0,0,0,0,9.33
"120_SOCBOR2_10",0,6.67,0,0,0,16,0,0,0,0,1.33
"120_SOCBOR2_11",1.33,8,0,0,0,20,0,0,0,0,1.33
"120_SOCBOR2_12",1.33,8,0,0,0,20,0,0,0,0,1.33
"120_SOCBOR2_13",1.33,0,0,0,0,10.67,0,0,0,0,8
"120_SOCBOR2_14",0,0,0,0,0,9.33,0,0,0,0,6.67
"120_SOCBOR2_15",2.67,1.33,0,0,0,4,0,0,0,0,0
"120_SOCBOR2_16",0,0,0,0,0,8,0,0,0,0,4
"120_SOCBOR2_17",2.66,0,0,1.33,0,6.67,0,0,0,0,2.67
"120_SOCBOR2_18",2.67,0,0,0,0,9.33,2.67,0,0,0,4
"120_SOCBOR2_19",1.33,0,0,1.33,0,9.33,0,0,0,0,9.33
"120_SOCBOR2_20",0,0,0,6.67,0,16,0,0,0,0,1.33
"120_SOCBOR2_21",0,0,0,0,0,12,0,0,0,0,1.33
"120_SOCBOR2_22",2.66,0,0,0,0,12,0,0,0,0,0
"120_SOCBOR2_23",0,9.33,0,0,0,14.67,0,0,0,0,1.33
"120_SOCBOR2_24",9.33,0,0,0,0,13.33,0,0,0,0,8
"120_SOCBOR2_25",0,9.33,0,0,0,14.67,0,0,0,0,4
"120_SOCBOR2_26",1.33,26.67,0,0,0,12,0,0,0,0,5.33
"120_SOCBOR2_27",0,26.67,0,0,0,14.67,0,0,0,0,2.67
"120_SOCBOR2_28",2.67,14.67,0,0,0,14.67,0,0,0,0,2.67
"120_SOCBOR2_29",0,18.67,0,0,0,12,0,0,0,0,5.33
"120_SOCBOR2_30",1.33,16,0,0,0,21.33,0,0,0,0,6.67
"120_SOCMOO1_1",0,1.33,0,0,1.33,0,0,0,0,0,0
"120_SOCMOO1_2",0,1.33,0,0,0,5.33,0,0,0,0,2.67
"120_SOCMOO1_3",0,1.33,2.67,0,8,1.33,0,0,0,0,0
"120_SOCMOO1_4",0,5.33,4,0,12,5.33,0,0,0,2.67,0
"120_SOCMOO1_5",0,0,4,0,0,0,0,0,0,0,1.33
"120_SOCMOO1_6",0,0,0,0,2.67,0,0,0,0,1.33,0
