"","Depth","Latitude","Longitude","Fixed substrate","Sediment substrate","Rubble","Light_Log","Light_Rel_Ind","Temp_Hoboo","Temp_Variability","SST_Satellite_mean","Temp_Rel_Ind","Geomorphology","Coast_Orientation","Bathymetry_slope","Major_biotic_or_abiotic_features","Dominant.Substrate","Dominant.benthic.non_coral","Generic_richness","Years_Since_Last_bleaching","DHW_Last_Bleaching_year","Bleaching_events_since_2015","Sum_DHWs_since_2015"
"60_SOCBOR2_23","60","-16.4367","-151.7536","32","0","0","56.91253","11.9831292","27.18702","0.54","27.94988","27.78218","Barrier reef","North","Moderate","Pavona, Pachy","Fixed substrate","CCA","22","3","3.9","1"," 3.9"
"60_SOCBOR2_24","60","-16.4367","-151.7536","5.33","0","69.33","56.91253","11.9831292","27.18702","0.54","27.94988","27.78218","Barrier reef","North","Moderate","Pavona, Pachy","Fixed substrate","CCA","22","3","3.9","1"," 3.9"
"60_SOCBOR2_25","60","-16.4367","-151.7536","36","0","0","56.91253","11.9831292","27.18702","0.54","27.94988","27.78218","Barrier reef","North","Moderate","Pavona, Pachy","Fixed substrate","CCA","22","3","3.9","1"," 3.9"
"60_SOCBOR2_26","60","-16.4367","-151.7536","40","0","0","56.91253","11.9831292","27.18702","0.54","27.94988","27.78218","Barrier reef","North","Moderate","Pavona, Pachy","Fixed substrate","CCA","22","3","3.9","1"," 3.9"
"60_SOCBOR2_27","60","-16.4367","-151.7536","36","0","0","56.91253","11.9831292","27.18702","0.54","27.94988","27.78218","Barrier reef","North","Moderate","Pavona, Pachy","Fixed substrate","CCA","22","3","3.9","1"," 3.9"
"60_SOCBOR2_28","60","-16.4367","-151.7536","33.33","0","18.67","56.91253","11.9831292","27.18702","0.54","27.94988","27.78218","Barrier reef","North","Moderate","Pavona, Pachy","Fixed substrate","CCA","22","3","3.9","1"," 3.9"
"60_SOCBOR2_29","60","-16.4367","-151.7536","45.33","0","0","56.91253","11.9831292","27.18702","0.54","27.94988","27.78218","Barrier reef","North","Moderate","Pavona, Pachy","Fixed substrate","CCA","22","3","3.9","1"," 3.9"
"60_SOCBOR2_30","60","-16.4367","-151.7536","18.67","30.67","0","56.91253","11.9831292","27.18702","0.54","27.94988","27.78218","Barrier reef","North","Moderate","Pavona, Pachy","Fixed substrate","CCA","22","3","3.9","1"," 3.9"
"90_SOCBOR2_1","90","-16.4367","-151.7536","44","8","5.33","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_2","90","-16.4367","-151.7536","45.33","0","0","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_3","90","-16.4367","-151.7536","16","1.33","9.33","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_4","90","-16.4367","-151.7536","14.67","4","0","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_5","90","-16.4367","-151.7536","41.33","0","0","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_6","90","-16.4367","-151.7536","8","66.67","6.67","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_7","90","-16.4367","-151.7536","25.33","0","0","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_8","90","-16.4367","-151.7536","32","6.67","1.33","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_9","90","-16.4367","-151.7536","17.33","5.33","9.33","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_10","90","-16.4367","-151.7536","25.33","5.33","0","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_11","90","-16.4367","-151.7536","25.34","0","20","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_12","90","-16.4367","-151.7536","26.67","0","25.33","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_13","90","-16.4367","-151.7536","22.67","0","0","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_14","90","-16.4367","-151.7536","18.67","0","13.33","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_15","90","-16.4367","-151.7536","28","1.33","18.67","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_16","90","-16.4367","-151.7536","32","6.67","10.67","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_17","90","-16.4367","-151.7536","16","6.67","8","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_18","90","-16.4367","-151.7536","21.33","5.33","9.33","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_19","90","-16.4367","-151.7536","16","0","0","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_20","90","-16.4367","-151.7536","26.67","0","9.33","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_21","90","-16.4367","-151.7536","29.33","0","0","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_22","90","-16.4367","-151.7536","26.67","0","0","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_23","90","-16.4367","-151.7536","22.67","0","2.67","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_24","90","-16.4367","-151.7536","36","2.67","0","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_25","90","-16.4367","-151.7536","21.33","0","1.33","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_26","90","-16.4367","-151.7536","25.34","6.67","4","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_27","90","-16.4367","-151.7536","40","1.33","12","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_28","90","-16.4367","-151.7536","21.33","0","10.67","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_29","90","-16.4367","-151.7536","28","4","12","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"90_SOCBOR2_30","90","-16.4367","-151.7536","25.33","6.67","4","19.619036","4.1343968","27.06407","1.758","27.94988","27.69833","Barrier reef","North","Steep","CCA and sediment","Sediment substrate","Sponges"," 9","3","3.9","1"," 3.9"
"120_SOCBOR2_1","120","-16.4367","-151.7536","42.67","0","0","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_2","120","-16.4367","-151.7536","53.33","12","0","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_3","120","-16.4367","-151.7536","46.66","18.67","16","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_4","120","-16.4367","-151.7536","37.33","10.67","5.33","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_5","120","-16.4367","-151.7536","29.33","0","6.67","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_6","120","-16.4367","-151.7536","54.66","10.67","0","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_7","120","-16.4367","-151.7536","44","6.67","0","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_8","120","-16.4367","-151.7536","38.67","21.33","1.33","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_9","120","-16.4367","-151.7536","2.67","42.67","34.67","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_10","120","-16.4367","-151.7536","10.67","33.33","22.67","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_11","120","-16.4367","-151.7536","22.67","9.33","2.67","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_12","120","-16.4367","-151.7536","41.33","0","0","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_13","120","-16.4367","-151.7536","60","2.67","0","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_14","120","-16.4367","-151.7536","26.67","12","17.33","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_15","120","-16.4367","-151.7536","32","0","0","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_16","120","-16.4367","-151.7536","45.33","2.67","0","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_17","120","-16.4367","-151.7536","44","6.67","2.67","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_18","120","-16.4367","-151.7536","25.33","2.67","2.67","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_19","120","-16.4367","-151.7536","32","0","0","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_20","120","-16.4367","-151.7536","9.33","0","0","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_21","120","-16.4367","-151.7536","28","6.67","0","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_22","120","-16.4367","-151.7536","41.33","0","0","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_23","120","-16.4367","-151.7536","54.67","0","4","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_24","120","-16.4367","-151.7536","32","0","0","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_25","120","-16.4367","-151.7536","41.33","13.33","5.33","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_26","120","-16.4367","-151.7536","50.67","1.33","0","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_27","120","-16.4367","-151.7536","17.33","17.33","0","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_28","120","-16.4367","-151.7536","29.33","5.33","0","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_29","120","-16.4367","-151.7536","45.33","4","4","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"120_SOCBOR2_30","120","-16.4367","-151.7536","50.67","0","0","6.594217","1.4112608","25.85661","3.256","27.94988","26.35674","Barrier reef","North","Wall","Caves and CCA","Sediment substrate","Sponges"," 2","3","3.9","1"," 3.9"
"6_SOCMOO1_1","6","-17.4772","-149.8511","18.67","32","4","357.14949","100",NA,NA,"27.74466",NA,"Volcanic Island","North","Moderate","Corals","Fixed substrate","None","11","3","1.1","1"," 1.1"
"6_SOCMOO1_2","6","-17.4772","-149.8511","18.67","6.67","0","357.14949","100",NA,NA,"27.74466",NA,"Volcanic Island","North","Moderate","Corals","Fixed substrate","None","11","3","1.1","1"," 1.1"
"6_SOCMOO1_3","6","-17.4772","-149.8511","25.33","2.67","0","357.14949","100",NA,NA,"27.74466",NA,"Volcanic Island","North","Moderate","Corals","Fixed substrate","None","11","3","1.1","1"," 1.1"
"6_SOCMOO1_4","6","-17.4772","-149.8511","46.67","24","0","357.14949","100",NA,NA,"27.74466",NA,"Volcanic Island","North","Moderate","Corals","Fixed substrate","None","11","3","1.1","1"," 1.1"
"6_SOCMOO1_5","6","-17.4772","-149.8511","26.67","26.67","0","357.14949","100",NA,NA,"27.74466",NA,"Volcanic Island","North","Moderate","Corals","Fixed substrate","None","11","3","1.1","1"," 1.1"
"6_SOCMOO1_6","6","-17.4772","-149.8511","42.67","6.67","0","357.14949","100",NA,NA,"27.74466",NA,"Volcanic Island","North","Moderate","Corals","Fixed substrate","None","11","3","1.1","1"," 1.1"
"6_SOCMOO1_7","6","-17.4772","-149.8511","13.33","2.67","0","357.14949","100",NA,NA,"27.74466",NA,"Volcanic Island","North","Moderate","Corals","Fixed substrate","None","11","3","1.1","1"," 1.1"
"6_SOCMOO1_8","6","-17.4772","-149.8511","24","1.33","0","357.14949","100",NA,NA,"27.74466",NA,"Volcanic Island","North","Moderate","Corals","Fixed substrate","None","11","3","1.1","1"," 1.1"
"6_SOCMOO1_9","6","-17.4772","-149.8511","18.67","2.67","0","357.14949","100",NA,NA,"27.74466",NA,"Volcanic Island","North","Moderate","Corals","Fixed substrate","None","11","3","1.1","1"," 1.1"
"6_SOCMOO1_10","6","-17.4772","-149.8511","24","12","0","357.14949","100",NA,NA,"27.74466",NA,"Volcanic Island","North","Moderate","Corals","Fixed substrate","None","11","3","1.1","1"," 1.1"
"6_SOCMOO1_11","6","-17.4772","-149.8511","17.33","12","0","357.14949","100",NA,NA,"27.74466",NA,"Volcanic Island","North","Moderate","Corals","Fixed substrate","None","11","3","1.1","1"," 1.1"
