"","Depth","Latitude","Longitude","Fixed substrate","Sediment substrate","Rubble","Light_Log","Light_Rel_Ind","Temp_Hoboo","Temp_Variability","SST_Satellite_mean","Temp_Rel_Ind","Geomorphology","Coast_Orientation","Bathymetry_slope","Major_biotic_or_abiotic_features","Dominant.Substrate","Dominant.benthic.non_coral","Generic_richness","Years_Since_Last_bleaching","DHW_Last_Bleaching_year","Bleaching_events_since_2015","Sum_DHWs_since_2015"
"60_TUAMAK2_13","60","-15.8231","-148.2793","8","0","4","54.824699","10.2257986","28.53244","0.569","27.98182","27.98182","Uplifted carbonate island","West","Wall","Substrate","Fixed substrate","Macroalgae","16","1","1.2","2"," 4.4"
"60_TUAMAK2_14","60","-15.8231","-148.2793",NA,NA,NA,"54.824699","10.2257986","28.53244","0.569","27.98182","27.98182","Uplifted carbonate island","West","Wall","Substrate","Fixed substrate","Macroalgae","16","1","1.2","2"," 4.4"
"60_TUAMAK2_15","60","-15.8231","-148.2793","5.33","0","0","54.824699","10.2257986","28.53244","0.569","27.98182","27.98182","Uplifted carbonate island","West","Wall","Substrate","Fixed substrate","Macroalgae","16","1","1.2","2"," 4.4"
"60_TUAMAK2_16","60","-15.8231","-148.2793","18.67","0","1.33","54.824699","10.2257986","28.53244","0.569","27.98182","27.98182","Uplifted carbonate island","West","Wall","Substrate","Fixed substrate","Macroalgae","16","1","1.2","2"," 4.4"
"60_TUAMAK2_17","60","-15.8231","-148.2793","17.33","12","4","54.824699","10.2257986","28.53244","0.569","27.98182","27.98182","Uplifted carbonate island","West","Wall","Substrate","Fixed substrate","Macroalgae","16","1","1.2","2"," 4.4"
"60_TUAMAK2_18","60","-15.8231","-148.2793","16","1.33","1.33","54.824699","10.2257986","28.53244","0.569","27.98182","27.98182","Uplifted carbonate island","West","Wall","Substrate","Fixed substrate","Macroalgae","16","1","1.2","2"," 4.4"
"60_TUAMAK2_19","60","-15.8231","-148.2793","18.66","26.67","10.67","54.824699","10.2257986","28.53244","0.569","27.98182","27.98182","Uplifted carbonate island","West","Wall","Substrate","Fixed substrate","Macroalgae","16","1","1.2","2"," 4.4"
"60_TUAMAK2_20","60","-15.8231","-148.2793","9.33","14.67","4","54.824699","10.2257986","28.53244","0.569","27.98182","27.98182","Uplifted carbonate island","West","Wall","Substrate","Fixed substrate","Macroalgae","16","1","1.2","2"," 4.4"
"60_TUAMAK2_21","60","-15.8231","-148.2793","18.67","4","0","54.824699","10.2257986","28.53244","0.569","27.98182","27.98182","Uplifted carbonate island","West","Wall","Substrate","Fixed substrate","Macroalgae","16","1","1.2","2"," 4.4"
"60_TUAMAK2_22","60","-15.8231","-148.2793","26.67","0","2.67","54.824699","10.2257986","28.53244","0.569","27.98182","27.98182","Uplifted carbonate island","West","Wall","Substrate","Fixed substrate","Macroalgae","16","1","1.2","2"," 4.4"
"60_TUAMAK2_23","60","-15.8231","-148.2793","12","0","0","54.824699","10.2257986","28.53244","0.569","27.98182","27.98182","Uplifted carbonate island","West","Wall","Substrate","Fixed substrate","Macroalgae","16","1","1.2","2"," 4.4"
"60_TUAMAK2_24","60","-15.8231","-148.2793","10.67","4","0","54.824699","10.2257986","28.53244","0.569","27.98182","27.98182","Uplifted carbonate island","West","Wall","Substrate","Fixed substrate","Macroalgae","16","1","1.2","2"," 4.4"
"60_TUAMAK2_25","60","-15.8231","-148.2793","5.33","0","1.33","54.824699","10.2257986","28.53244","0.569","27.98182","27.98182","Uplifted carbonate island","West","Wall","Substrate","Fixed substrate","Macroalgae","16","1","1.2","2"," 4.4"
"60_TUAMAK2_26","60","-15.8231","-148.2793","6.67","6.67","24","54.824699","10.2257986","28.53244","0.569","27.98182","27.98182","Uplifted carbonate island","West","Wall","Substrate","Fixed substrate","Macroalgae","16","1","1.2","2"," 4.4"
"60_TUAMAK2_27","60","-15.8231","-148.2793","14.67","0","5.33","54.824699","10.2257986","28.53244","0.569","27.98182","27.98182","Uplifted carbonate island","West","Wall","Substrate","Fixed substrate","Macroalgae","16","1","1.2","2"," 4.4"
"60_TUAMAK2_28","60","-15.8231","-148.2793","5.33","0","0","54.824699","10.2257986","28.53244","0.569","27.98182","27.98182","Uplifted carbonate island","West","Wall","Substrate","Fixed substrate","Macroalgae","16","1","1.2","2"," 4.4"
"60_TUAMAK2_29","60","-15.8231","-148.2793","12","0","0","54.824699","10.2257986","28.53244","0.569","27.98182","27.98182","Uplifted carbonate island","West","Wall","Substrate","Fixed substrate","Macroalgae","16","1","1.2","2"," 4.4"
"60_TUAMAK2_30","60","-15.8231","-148.2793","21.33","0","4","54.824699","10.2257986","28.53244","0.569","27.98182","27.98182","Uplifted carbonate island","West","Wall","Substrate","Fixed substrate","Macroalgae","16","1","1.2","2"," 4.4"
"90_TUAMAK2_1","90","-15.8231","-148.2793","20","61.33","0","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_2","90","-15.8231","-148.2793","36","20","0","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_3","90","-15.8231","-148.2793","32","13.33","0","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_4","90","-15.8231","-148.2793","34.67","30.67","0","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_5","90","-15.8231","-148.2793","12","72","0","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_6","90","-15.8231","-148.2793","17.34","56","5.33","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_7","90","-15.8231","-148.2793","33.33","44","2.67","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_8","90","-15.8231","-148.2793","32","34.67","0","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_9","90","-15.8231","-148.2793","22.67","76","0","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_10","90","-15.8231","-148.2793","21.33","21.33","0","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_11","90","-15.8231","-148.2793","22.67","24","4","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_12","90","-15.8231","-148.2793","10.67","48","0","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_13","90","-15.8231","-148.2793","12","53.33","9.33","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_14","90","-15.8231","-148.2793","25.33","40","21.33","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_15","90","-15.8231","-148.2793","26.66","6.67","0","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_16","90","-15.8231","-148.2793","6.67","76","0","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_17","90","-15.8231","-148.2793","16","4","1.33","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_18","90","-15.8231","-148.2793","9.33","24","0","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_19","90","-15.8231","-148.2793","32","34.67","0","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_20","90","-15.8231","-148.2793","12","74.67","4","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_21","90","-15.8231","-148.2793","12","28","0","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_22","90","-15.8231","-148.2793","1.33","49.33","0","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_23","90","-15.8231","-148.2793","14.67","49.33","0","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_24","90","-15.8231","-148.2793","13.33","48","0","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_25","90","-15.8231","-148.2793","22.67","38.67","0","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_26","90","-15.8231","-148.2793","22.67","40","0","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_27","90","-15.8231","-148.2793","36","26.67","4","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_28","90","-15.8231","-148.2793","4","65.33","0","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_29","90","-15.8231","-148.2793","14.67","38.67","0","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"90_TUAMAK2_30","90","-15.8231","-148.2793","24","61.33","0","15.488434","2.906745","28.1894","2.458","27.98182","27.98182","Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","Macroalgae"," 9","1","1.2","2"," 4.4"
"120_TUAMAK2_1","120","-15.8231","-148.2793","16","28","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_2","120","-15.8231","-148.2793","57.33","12","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_3","120","-15.8231","-148.2793","38.67","8","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_4","120","-15.8231","-148.2793","45.33","0","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_5","120","-15.8231","-148.2793","38.67","1.33","5.33","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_6","120","-15.8231","-148.2793","26.67","53.33","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_7","120","-15.8231","-148.2793","6.67","29.33","4","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_8","120","-15.8231","-148.2793","0","62.67","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_9","120","-15.8231","-148.2793","4","69.33","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_10","120","-15.8231","-148.2793","18.67","61.33","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_11","120","-15.8231","-148.2793","30.67","28","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_12","120","-15.8231","-148.2793","44","24","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_13","120","-15.8231","-148.2793","16","81.33","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_14","120","-15.8231","-148.2793","2.67","57.33","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_15","120","-15.8231","-148.2793","6.67","8","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_16","120","-15.8231","-148.2793","17.33","0","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_17","120","-15.8231","-148.2793","1.33","62.67","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_18","120","-15.8231","-148.2793","2.67","6.67","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_19","120","-15.8231","-148.2793","37.33","0","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_20","120","-15.8231","-148.2793","12","1.33","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_21","120","-15.8231","-148.2793","22.67","33.33","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_22","120","-15.8231","-148.2793","10.66","54.67","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_23","120","-15.8231","-148.2793","14.67","16","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_24","120","-15.8231","-148.2793","9.33","88","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_25","120","-15.8231","-148.2793","6.67","41.33","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_26","120","-15.8231","-148.2793","18.67","28","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_27","120","-15.8231","-148.2793","18.67","6.67","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_28","120","-15.8231","-148.2793","12","16","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_29","120","-15.8231","-148.2793","16","14.67","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"120_TUAMAK2_30","120","-15.8231","-148.2793","1.33","6.67","0","5.669337","1.0794394","26.49215","3.011","27.98182","27.95384","Uplifted carbonate island","West","Moderate","Corals and substrate","Sediment substrate","Sponges"," 2","1","1.2","2"," 4.4"
"6_TUARAN1_1","6","-14.9803","-147.6132","42.67","0","0","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_2","6","-14.9803","-147.6132","26.67","1.33","0","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_3","6","-14.9803","-147.6132","10.67","4","0","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_4","6","-14.9803","-147.6132","46.67","12","0","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_5","6","-14.9803","-147.6132","42.67","22.67","0","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_6","6","-14.9803","-147.6132","9.33","0","1.33","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_7","6","-14.9803","-147.6132","24","2.67","0","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_8","6","-14.9803","-147.6132","30.67","4","10.67","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_9","6","-14.9803","-147.6132","26.67","1.33","0","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_10","6","-14.9803","-147.6132","29.33","0","0","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_11","6","-14.9803","-147.6132","32","0","0","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_12","6","-14.9803","-147.6132","16","0","0","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_13","6","-14.9803","-147.6132","45.33","0","0","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_14","6","-14.9803","-147.6132","37.33","4","4","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_15","6","-14.9803","-147.6132","60","6.67","0","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_16","6","-14.9803","-147.6132","22.67","6.67","0","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_17","6","-14.9803","-147.6132","29.33","8","0","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_18","6","-14.9803","-147.6132","14.67","2.67","0","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_19","6","-14.9803","-147.6132","12","0","0","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_20","6","-14.9803","-147.6132","24","6.67","0","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_21","6","-14.9803","-147.6132","36","8","1.33","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_22","6","-14.9803","-147.6132","38.67","0","0","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_23","6","-14.9803","-147.6132","6.67","12","0","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_24","6","-14.9803","-147.6132","28","1.33","0","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_25","6","-14.9803","-147.6132","18.67","34.67","25.33","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_26","6","-14.9803","-147.6132","25.33","30.67","10.67","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_27","6","-14.9803","-147.6132","21.33","4","0","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_28","6","-14.9803","-147.6132","37.33","5.33","0","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_29","6","-14.9803","-147.6132","68","1.33","0","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"6_TUARAN1_30","6","-14.9803","-147.6132","17.34","0","0","460.670069","100","28.72547","1.444","28.13178","28.13178","Atoll","North-east","Gentle","Corals","Fixed substrate","Macroalgae","10","3","5.4","1"," 5.4"
"20_TUARAN1_1","20","-14.9803","-147.6132","28","44","0","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_2","20","-14.9803","-147.6132","53.33","10.67","0","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_3","20","-14.9803","-147.6132","45.33","18.67","25.33","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_4","20","-14.9803","-147.6132","50.67","18.67","9.33","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_5","20","-14.9803","-147.6132","41.33","21.33","26.67","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_6","20","-14.9803","-147.6132","50.67","17.33","2.67","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
